plant_species,date,plant_age_days,temperature,humidity,soil_moisture,soil_ph,light_intensity,height_cm,leaf_area_cm2,health_score
Arive-Dantu,2023-02-22,64,22.016983699605998,46.36957969207212,42.76969309241574,7.199782504011304,25114.807749787087,9.881921541728698,32.31416222052839,0.1
Arive-Dantu,2023-02-23,68,22.2477076296793,45.64520810391336,42.39597086925435,7.1451991479308985,25051.59919287664,9.891921541728697,29.921131476371997,0.1
Arive-Dantu,2023-02-24,63,22.09511037240048,42.16453169498243,43.712587311287166,7.192219964055546,24974.24363952706,9.901921541728697,29.85315426609308,0.1
Arive-Dantu,2023-02-25,61,22.148718314238803,41.35690983893541,45.21870199078121,7.177483148934001,25161.45002499071,9.911921541728697,34.93355123466222,0.1
Arive-Dantu,2023-02-26,71,22.764052694140613,41.73376951222139,45.528128373121305,7.213486993182374,24702.41514531775,9.921921541728697,35.45698708525999,0.1
Arive-Dantu,2023-02-27,73,23.04759281965099,41.185302469534506,45.77928251892128,7.269795152082225,24741.834042093647,9.931921541728697,35.57780735370451,0.1
Arive-Dantu,2023-02-28,69,23.23705852746259,41.56416613062629,44.66743919163163,7.314965483854762,24382.987358854305,9.941921541728696,34.20746906257432,0.1
Arive-Dantu,2023-03-01,75,23.171387926353095,40.99049493816707,44.53508605533617,7.292711481201736,23980.691370352197,9.951921541728696,35.54881187066622,0.1
Arive-Dantu,2023-03-02,69,23.779188287856776,40.64407944476966,43.60561782059183,7.267294024781599,25153.356730673328,9.961921541728696,34.830796204437895,0.1
Arive-Dantu,2023-03-03,68,23.964363164475202,40.133121169142896,42.354706536338504,7.245807188829558,25242.47980985238,9.971921541728696,36.80921381237478,0.1
Arive-Dantu,2023-03-04,75,24.110561827201717,39.620062218765746,42.255640061070714,7.187550759787563,25233.758267917558,9.981921541728696,34.56790782349567,0.1
Arive-Dantu,2023-03-05,69,24.268913009605072,38.777503943009386,42.732591934195135,7.240201447671151,24851.575419907243,9.991921541728695,29.75073641749857,0.1
Arive-Dantu,2023-03-06,83,23.843737125785246,38.48111597818539,44.70384524548075,7.2758739071415155,24984.14779270438,10.001921541728695,34.49496277320445,0.1
Arive-Dantu,2023-03-07,78,23.84689389034267,39.073009601472855,43.62724532778235,7.3103464255342425,25287.08335725692,10.011921541728695,29.901520179821087,0.1
Arive-Dantu,2023-03-08,71,24.164819129056667,39.511785058688105,42.87767754716106,7.35668092637679,24648.753228069894,10.021921541728695,37.73072649354031,0.1
Arive-Dantu,2023-03-09,84,24.759939277030465,39.02371653357402,42.08661692258895,7.355887969663318,24752.88390422784,10.031921541728694,28.65891157452349,0.1
Arive-Dantu,2023-03-10,79,25.055489449831047,42.30472274794011,40.67589763920075,7.366210686097217,25242.17889453523,10.041921541728694,31.074159065495607,0.1
Arive-Dantu,2023-03-11,79,25.736507013291483,42.360653230586955,42.973615903666165,7.384907537220891,25967.872848218645,10.051921541728694,34.63389320623084,0.1
Arive-Dantu,2023-03-12,76,25.675944850043084,42.5748759649988,41.877906638296565,7.353157319207599,26000.0,10.061921541728694,33.124254062418444,0.1
Arive-Dantu,2023-03-13,85,24.909586437556914,41.44965671996689,41.42039956869397,7.391520896310425,26000.0,10.071921541728694,28.99776443195627,0.1
Arive-Dantu,2023-03-14,81,24.82496900010819,41.94641981937947,41.38827208059122,7.42465800899226,26000.0,10.081921541728693,37.84241994585349,0.1
Arive-Dantu,2023-03-15,91,25.092846679204936,43.028726645113096,41.66535200686997,7.4058791480136446,25723.20413975863,10.091921541728693,32.030987344768675,0.1
Arive-Dantu,2023-03-16,87,24.73979079913107,43.73596568581881,41.75554776985413,7.445222481568517,25812.186925777234,10.101921541728693,31.44157283126162,0.1
Arive-Dantu,2023-03-17,85,25.474178263368948,43.274651711117855,40.977332057561874,7.397459039513843,25372.89386216718,10.111921541728693,36.31611389178242,0.1
Arive-Dantu,2023-03-18,85,25.149564162787545,42.722524812662684,40.19281465130952,7.381865719004969,25794.340088434015,10.121921541728693,37.35865464547366,0.1
Arive-Dantu,2023-03-19,86,25.04060960696387,40.69781072366685,39.274049208872235,7.37386537239945,25002.550950487454,10.131921541728692,30.572933117525245,0.1
Arive-Dantu,2023-03-20,93,25.491516298692336,41.64274903755233,41.29008377283566,7.409544106091674,24396.36662315349,10.141921541728692,31.200393095361992,0.1
Arive-Dantu,2023-03-21,86,25.594627215547483,42.03871302079732,40.85821711291074,7.482233501707067,24413.21718744443,10.151921541728692,37.36203065585649,0.1
Arive-Dantu,2023-03-22,93,25.189076123119918,42.40160737385739,40.76618033956319,7.5,24725.937362090386,10.161921541728692,37.572865242813826,0.1
Arive-Dantu,2023-03-23,97,25.52199077198231,41.81859308936922,42.39912478273285,7.443321511231808,25000.701778075505,10.171921541728691,31.687294175463286,0.1
Arive-Dantu,2023-03-24,101,25.917596610923667,41.54960954157465,41.45883742053707,7.355363386993345,24949.620310459497,10.181921541728691,35.29909652641862,0.1
Arive-Dantu,2023-03-25,92,26.4218292342392,44.907613245365425,41.626942569018134,7.371290493653167,24656.97967197236,10.191921541728691,29.360852053432794,0.1
Arive-Dantu,2023-03-26,102,26.117953051916942,43.6725942521212,43.127741001599105,7.361039641876602,24524.074653275326,10.20192154172869,34.06957213324085,0.1
Arive-Dantu,2023-03-27,98,26.590933625742107,45.564118712729574,44.799244460076196,7.363225428683059,24743.331524413745,10.21192154172869,32.183653996835396,0.1
Arive-Dantu,2023-03-28,94,26.316154706562884,45.51044611521903,44.61780722305987,7.266218428719276,24837.578978516416,10.22192154172869,29.44447422457038,0.1
Arive-Dantu,2023-03-29,103,26.15501578782914,48.49889544252566,45.16872407038116,7.233004719366096,24794.991217437127,10.23192154172869,31.003622645451475,0.1
Arive-Dantu,2023-03-30,102,26.11461098003115,47.606406665200524,43.244638386813925,7.283206372866545,23563.460853210003,10.24192154172869,35.930265898267955,0.1
Arive-Dantu,2023-03-31,105,26.281894005144483,46.62502671539177,42.79711140040548,7.22076079743603,23701.98402328803,10.25192154172869,37.8267938195283,0.10546055634481528
Arive-Dantu,2023-04-01,105,26.735596769543765,48.25423003139964,40.231523822411596,7.245525764680587,24064.42230191961,10.26192154172869,34.542690312158875,0.1
Arive-Dantu,2023-04-02,106,26.473056868984987,50.37758173788626,40.73043242582262,7.227290361240505,24651.468802834723,10.27192154172869,32.21148318984488,0.1
Arive-Dantu,2023-04-03,97,26.667634189887206,51.34364101634255,39.496747347419024,7.207913673196384,24929.095075823363,10.281921541728689,32.87561393693768,0.1
Arive-Dantu,2023-04-04,101,26.70041409181544,51.395230727846055,38.09272117696426,7.192854029051064,24745.31702302289,10.291921541728689,30.19230951507977,0.1
Arive-Dantu,2023-04-05,108,27.055375559834108,49.19324835444867,38.63954721816841,7.193705094696476,25540.336775124684,10.301921541728689,33.2712606769343,0.1
Arive-Dantu,2023-04-06,109,27.556225743156876,49.20619771193752,38.67050193377832,7.1432432983659035,25349.942244531303,10.311921541728688,29.70539458074247,0.1
Arive-Dantu,2023-04-07,110,28.1306299274367,49.9001859458979,37.88262629392384,7.005875662743298,24798.698642294217,10.321921541728688,31.870451547191344,0.1
Arive-Dantu,2023-04-08,103,28.00567400208185,48.67970723314549,37.944611694196055,7.017105903439124,25687.220183450198,10.331921541728688,31.350145586153143,0.1
Arive-Dantu,2023-04-09,104,28.0749998154604,48.70224184613591,37.67140991558797,6.974940613664699,25793.45867270775,10.341921541728688,35.88257581192355,0.1
Arive-Dantu,2023-04-10,117,27.80265137659495,48.20590643488878,36.23727043995714,6.999768602680506,25440.62412714512,10.351921541728688,38.42219802494576,0.1
Arive-Dantu,2023-04-11,109,28.161660609859535,49.754946698568865,36.15842087380565,7.060735643942492,26000.0,10.361921541728687,36.473648369200376,0.1
Arive-Dantu,2023-04-12,117,28.44245709868285,51.45599946137854,36.8877751386966,7.061743762179169,26000.0,10.371921541728687,33.24562189553867,0.1
Arive-Dantu,2023-04-13,111,29.077714451518112,51.37016542121458,36.26549644062147,7.161365002306455,25990.14677234476,10.381921541728687,32.78432816283659,0.1
Arive-Dantu,2023-04-14,115,29.01477860522308,50.155560106887734,37.22975626482328,7.206751820035543,26000.0,10.391921541728687,35.33693532267362,0.1
Arive-Dantu,2023-04-15,117,29.43064367317737,50.655680460062015,37.71977521850048,7.227394884654482,26000.0,10.401921541728687,38.97687985076587,0.1
Arive-Dantu,2023-04-16,115,30.094731810093077,51.94709093322085,38.15374551301591,7.1778588143430095,26000.0,10.411921541728686,32.28051221140991,0.1
Arive-Dantu,2023-04-17,122,30.173746505913222,52.48040371513471,36.40900067627359,7.099684562712434,25863.623966785355,10.421921541728686,36.799721833687215,0.1
Arive-Dantu,2023-04-18,112,29.98139303865143,53.483393146684364,34.77129873494207,7.14512444447949,26000.0,10.431921541728686,36.30671399807491,0.1
Arive-Dantu,2023-04-19,119,29.654005030099405,54.72443897196386,35.958550851030466,7.148633620672594,26000.0,10.441921541728686,35.09687492824264,0.1
Arive-Dantu,2023-04-20,118,29.314096161483132,54.770420436213286,37.61392797822959,7.213739725194084,26000.0,10.451921541728685,39.55688767895185,0.1
Arive-Dantu,2023-04-21,116,29.65497069974333,54.57120093402973,37.82984998884169,7.218841057294293,25447.36300682363,10.461921541728685,40.0960423348201,0.1
Arive-Dantu,2023-04-22,129,29.311163169775362,53.90831262477859,39.175875771174155,7.2209490583636535,25712.738513456403,10.471921541728685,32.122501414497975,0.1
Arive-Dantu,2023-04-23,131,29.412284725944104,51.69500411090655,41.13379336728182,7.223945913793117,26000.0,10.481921541728685,39.40093369590564,0.1
Arive-Dantu,2023-04-24,129,28.959419320798204,51.705170428829845,41.934553989422234,7.302726424709102,25949.89710139499,10.491921541728685,38.9456253895488,0.1
Arive-Dantu,2023-04-25,130,29.459546026114666,51.68322064139738,41.36143503094254,7.286410424096174,26000.0,10.501921541728684,38.40666523175028,0.1
Arive-Dantu,2023-04-26,120,29.83675788429516,51.55553911867197,42.20297091212922,7.249712905242856,25947.48085254096,10.511921541728684,35.63434605379357,0.1
Arive-Dantu,2023-04-27,121,29.47854634106745,50.38128123517368,43.191173231210485,7.2351004197195765,26000.0,10.521921541728684,40.11808956749175,0.1
Arive-Dantu,2023-04-28,130,29.12518595807764,50.61340463658525,42.59539787790408,7.19060163277227,25757.86363486013,10.531921541728684,32.40724880957929,0.1
Arive-Dantu,2023-04-29,130,29.787855242679292,50.082731297727534,42.92018155009701,7.181490885139252,25429.095491987737,10.541921541728684,34.86770825757253,0.1
Arive-Dantu,2023-04-30,131,30.464520772178922,49.0849818685453,42.47222185498392,7.165770565402659,25495.432071095587,10.551921541728683,34.46610016621771,0.1
Arive-Dantu,2023-05-01,131,31.037925420644612,51.15224034657234,43.03390247370062,7.150079353929763,25295.830355623424,10.561921541728683,37.71411714410781,0.1
Arive-Dantu,2023-05-02,126,31.01569152237133,51.706072737956,41.99555415395633,7.1641247962081795,25474.35751266358,10.571921541728683,35.08346627211354,0.1
Arive-Dantu,2023-05-03,130,31.356698099798354,52.89637855308341,43.25364331916739,7.189072792824489,25880.006121917206,10.581921541728683,33.99395753512379,0.1
Arive-Dantu,2023-05-04,142,31.56057166626901,52.76786587673161,44.43998263621249,7.188336855504667,26000.0,10.591921541728682,38.433716543677136,0.1
Arive-Dantu,2023-05-05,135,31.30100120677566,51.484178209015596,45.1157070364087,7.122658293916519,25934.446691263704,10.601921541728682,34.09143601702992,0.1
Arive-Dantu,2023-05-06,143,31.484764449746752,51.21319874307936,45.117562903521105,7.101944040059622,25298.870629085362,10.611921541728682,40.569891645456224,0.1
Arive-Dantu,2023-05-07,138,31.04617142337934,52.9320202038344,45.87901338927046,7.119324172198961,24111.543431838796,10.621921541728682,38.30446364505638,0.10365320487556673
Arive-Dantu,2023-05-08,133,31.101610560503367,51.975996282539086,45.84471137330429,7.130861521064825,23104.395100984824,10.631921541728682,38.59685198299951,0.1
Arive-Dantu,2023-05-09,141,31.16024877793192,51.25662000862375,45.84541452420915,7.152819165266814,23200.9331645937,10.641921541728681,33.48100234112436,0.1
Arive-Dantu,2023-05-10,134,30.91223784557586,51.0840483870571,47.72153012160583,7.1300541296529625,22813.53406939953,10.651921541728681,40.458421033939224,0.1
Arive-Dantu,2023-05-11,138,31.262120374707052,51.22993335755073,47.75989231053371,7.114133083346962,22939.03634296345,10.661921541728681,39.70754270706908,0.1
Arive-Dantu,2023-05-12,147,30.91841104942417,50.26241775626266,46.58297980450049,7.1373541699200445,22835.451471938446,10.67192154172868,37.666948493095994,0.1
Arive-Dantu,2023-05-13,140,30.931166969709842,50.053881213130296,46.97284694654002,7.162384420602178,23171.57353572325,10.68192154172868,37.270611088939276,0.1
Arive-Dantu,2023-05-14,138,31.548608064960458,50.626299417792524,46.6187567976366,7.1403781049306945,23488.85949404801,10.69192154172868,33.89616202046482,0.1
Arive-Dantu,2023-05-15,150,30.864825922274886,50.39258927218188,46.09793102160542,7.137169689329759,24302.953995982985,10.70192154172868,34.578573294543865,0.1
Arive-Dantu,2023-05-16,145,29.62149699090889,52.68231232474767,46.239378076647675,7.1393027549388,23915.107242084945,10.71192154172868,41.04151877589773,0.1
Arive-Dantu,2023-05-17,143,29.430633611717873,50.558868489541915,47.15903687886886,7.189819519388033,23358.057152396435,10.72192154172868,40.73085241656962,0.103631103025607
Arive-Dantu,2023-05-18,146,29.61338298563949,51.10552885807739,47.135551507829234,7.20186938992953,23623.729778390036,10.73192154172868,39.38206051562726,0.1
Arive-Dantu,2023-05-19,153,30.19838367771002,50.96525412543716,47.36730014260107,7.170830660869925,23141.434365914112,10.74192154172868,39.24400544488037,0.1
Arive-Dantu,2023-05-20,156,30.20273704412705,49.13316387387994,48.67551439486997,7.152213928171931,22315.64195038601,10.751921541728679,40.22669271557865,0.1
Arive-Dantu,2023-05-21,155,30.596133649470207,51.36940597498993,48.42818271895332,7.124846957429512,22662.794333825746,10.761921541728679,38.37351982352284,0.1
Arive-Dantu,2023-05-22,148,29.702087754455796,48.74002315012528,47.34502628281224,7.131624172523655,21869.593941824223,10.771921541728679,32.31263287138116,0.1
Arive-Dantu,2023-05-23,157,30.206323237741778,48.90320015505026,46.66791149926863,7.170854063982551,20648.42921572931,10.781921541728678,32.92125461795617,0.1
Arive-Dantu,2023-05-24,151,29.77573364898234,49.681848627719035,44.78318736233851,7.216171080665122,19778.151031571673,10.791921541728678,34.339241459371216,0.1
Arive-Dantu,2023-05-25,155,30.173760000508086,48.522553357484526,45.691403379034945,7.147349972763689,20561.9769103603,10.801921541728678,33.47834161025394,0.1
Arive-Dantu,2023-05-26,153,30.728936392615317,47.80891365544859,46.21989594555951,7.093573824187175,21088.94237266143,10.811921541728678,41.39375193501059,0.1
Arive-Dantu,2023-05-27,153,30.42461521651521,45.645681207930096,45.65164692069462,7.024586384795147,21776.709813586665,10.821921541728678,41.201241718889115,0.1
Arive-Dantu,2023-05-28,158,30.34514205902127,45.51120671325024,44.50263962417665,7.047997916313885,21506.627775316392,10.831921541728677,32.442349171764874,0.1
Arive-Dantu,2023-05-29,161,30.847145668982222,45.12516358527063,45.04570986644702,7.073640029971207,21814.341969800353,10.841921541728677,32.632398896372784,0.1
Arive-Dantu,2023-05-30,166,31.475488968782606,45.64294946276729,45.86429481842256,6.998699493316108,22636.868951796812,10.851921541728677,39.203249909937234,0.1
Arive-Dantu,2023-05-31,165,31.860987759647728,46.426741192594314,45.75360401424472,7.0848364750425015,22123.460941131845,10.861921541728677,32.78810553753751,0.1
Arive-Dantu,2023-06-01,163,31.656136688401904,45.558432089259384,44.736984993392454,7.153091857335541,23089.035840509965,10.871921541728677,34.46598708824562,0.1
Arive-Dantu,2023-06-02,166,32.20007888556092,45.80736803097914,44.49883124597209,7.1473255809624545,23563.16698623313,10.881921541728676,39.69074439307192,0.1
Arive-Dantu,2023-06-03,162,32.92863818530564,45.93192635193378,43.36058484262472,7.125115806945731,23968.21508846514,10.891921541728676,36.05898970817664,0.1
Arive-Dantu,2023-06-04,161,32.5478838071907,46.19532403008927,44.939249015032225,7.104811536188139,24307.710374005008,10.901921541728676,34.65448433850739,0.1
Arive-Dantu,2023-06-05,167,32.701000400393546,46.125428630703205,44.123488253768635,7.091592504077863,24548.364644820624,10.911921541728676,35.28983128826506,0.1
Arive-Dantu,2023-06-06,174,33.082091405471296,46.48500477050901,44.477924887213575,7.168749797657187,25016.423479998848,10.921921541728675,38.15233434950366,0.1
Arive-Dantu,2023-06-07,164,32.2593759607718,47.524905243530924,43.88144961079142,7.097279718590143,26000.0,10.931921541728675,40.49966614029409,0.1
Arive-Dantu,2023-06-08,177,32.883194859929034,47.29917687440397,43.73158137639984,7.109417648195703,26000.0,10.941921541728675,34.36208605877954,0.1
Arive-Dantu,2023-06-09,173,32.66068566937554,46.494166085536975,42.642114099975345,7.0701877477565445,26000.0,10.951921541728675,41.0988177717025,0.1
Arive-Dantu,2023-06-10,174,32.39138320390379,47.34462248985678,42.39334253138639,7.036608850170618,26000.0,10.961921541728675,36.36222419255551,0.1
Arive-Dantu,2023-06-11,168,31.71606201505583,44.48399818794757,40.63995917463229,7.127945403314493,26000.0,10.971921541728674,36.348030991987464,0.1
Arive-Dantu,2023-06-12,174,31.5610099019385,43.42404824397741,39.33221758225051,7.144375528289298,26000.0,10.981921541728674,34.56842560159175,0.1
Arive-Dantu,2023-06-13,177,31.65509937111459,42.777319799523966,41.38208695016818,7.153223498374481,25773.070649602392,10.991921541728674,35.144524967779105,0.1
Arive-Dantu,2023-06-14,181,31.815030875191265,43.69657122965018,40.11827012596319,7.166238776685445,25814.246349438297,11.001921541728674,37.17664174684689,0.1
Arive-Dantu,2023-06-15,174,31.321398478405523,43.35760192932256,38.83488137839146,7.265237813584565,25535.61788629439,11.011921541728674,39.454426047883636,0.1
Arive-Dantu,2023-06-16,182,32.006117008076274,43.77709126539923,38.629983356474916,7.232404369404756,25637.547933946906,11.021921541728673,35.49049653500829,0.1
Arive-Dantu,2023-06-17,178,31.934863200671955,43.77964721324815,39.576985295344905,7.257216263331582,26000.0,11.031921541728673,33.08533579283182,0.1
Arive-Dantu,2023-06-18,177,32.48898364451774,45.60595417281777,40.752239862789395,7.315332635660292,25672.788647340123,11.041921541728673,41.44498687124435,0.1
Arive-Dantu,2023-06-19,179,31.930060919229096,43.866747753922645,42.00677730706593,7.280870748671621,25427.32173197332,11.051921541728673,33.36032404453233,0.1
Arive-Dantu,2023-06-20,189,32.03147903560539,44.69714519318996,41.01177664804835,7.300166162111864,26000.0,11.061921541728672,32.88374840561793,0.1
Arive-Dantu,2023-06-21,180,32.15488248827933,43.66465903415891,41.135813998996625,7.372976745291062,25282.70334140631,11.071921541728672,39.88210530466988,0.1
Arive-Dantu,2023-06-22,191,32.52069211363282,43.813609261327926,40.163507763610454,7.325843958328338,24788.446522008286,11.081921541728672,39.41520731030302,0.1
Arive-Dantu,2023-06-23,186,33.742145892698694,45.249555797748386,40.73751643361241,7.318755116509006,24461.764733837263,11.091921541728672,34.880664563911886,0.1
Arive-Dantu,2023-06-24,184,34.33591851195183,45.05131674360193,41.35713063617314,7.305043214719073,24611.39207347146,11.101921541728672,33.88380917963535,0.1
Arive-Dantu,2023-06-25,182,34.692927566931196,43.53894846907393,39.67782431110389,7.358666566707588,24684.39089064277,11.111921541728671,36.0295931976935,0.1
Arive-Dantu,2023-06-26,194,34.85962927236726,45.544093541075235,39.230557986347,7.273158692485479,25286.75796101697,11.121921541728671,38.594831677775794,0.1
